No.,Entidad,Organo,Grupo,Emisora,IdEmisora,Fecha de transmisión del material,Hora transmisión,Folio,Versión,Actor,Notificado,Oficio
605,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHRC-FM-91.7,1112,29/10/2023,14:12:58,RA00544-23,ALEGRÍA MCN,MC,Sí,INE_DEPPP_JLE21_0066_2023
606,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHRH-FM-103.3,1113,29/10/2023,14:16:10,RA00544-23,ALEGRÍA MCN,MC,Sí,INE_DEPPP_JLE21_0066_2023
607,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHRS-FM-90.1,1114,29/10/2023,14:51:20,RA00544-23,ALEGRÍA MCN,MC,Sí,INE_DEPPP_JLE21_0066_2023
608,PUEBLA,JLE21,"IRENE, PUEBLA SÁNCHEZ",XHPBP-FM-106.7,3456,30/10/2023,10:01:30,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_JLE21_0065_2023
609,PUEBLA,DATERT,IMAGEN,XHCTPU-TDT-CANAL21.2,4798,30/10/2023,22:39:09,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6673_2023
610,PUEBLA,DATERT,IMAGEN,XHCTPU-TDT-CANAL21.2,4798,31/10/2023,22:40:09,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
611,QUERÉTARO,JLE22,RADIO KD,XHSCAR-FM-95.9,5272,19/10/2023,07:33:34,RA00644-23,DESARROLLO ECONÓMICO NL MCN,MC,Sí,INE_DEPPP_JLE22_0107_2023
612,QUERÉTARO,DATERT,"RADIO CAÑÓN, QUERÉTARO",XHQG-FM-107.9,2933,21/10/2023,16:27:00,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6568_2023
613,QUERÉTARO,DATERT,"RADIO CAÑÓN, QUERÉTARO",XHQG-FM-107.9,2933,21/10/2023,19:56:15,RA00664-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6568_2023
614,QUERÉTARO,DATERT,TV AZTECA,XHQUE-TDT-CANAL34,3290,23/10/2023,08:47:09,RV00584-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6674_2023
615,QUERÉTARO,DATERT,TELEVISA,XHZ-TDT-CANAL32,3282,23/10/2023,08:26:19,RV00584-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6466_2023
616,QUERÉTARO,DATERT,TV AZTECA,XHQUE-TDT-CANAL34,3290,24/10/2023,13:18:47,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6674_2023
617,QUERÉTARO,DATERT,TV AZTECA,XHQUE-TDT-CANAL34,3290,25/10/2023,15:39:51,RV00584-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6674_2023
618,QUERÉTARO,DATERT,TV AZTECA,XHQUE-TDT-CANAL34,3290,26/10/2023,21:18:43,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6674_2023
619,QUERÉTARO,DATERT,"RADIO CAÑÓN, QUERÉTARO",XHQG-FM-107.9,2933,29/10/2023,18:55:00,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6568_2023
620,QUERÉTARO,DATERT,TV AZTECA,XHQUR-TDT-CANAL26.2,4240,30/10/2023,07:58:18,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6674_2023
621,QUERÉTARO,DATERT,"RADIO CAÑÓN, QUERÉTARO",XHQG-FM-107.9,2933,30/10/2023,15:32:35,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6568_2023
622,QUERÉTARO,DATERT,"RADIO CAÑÓN, QUERÉTARO",XHQG-FM-107.9,2933,30/10/2023,18:39:06,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6568_2023
623,QUERÉTARO,DATERT,TV AZTECA,XHQUE-TDT-CANAL34,3290,31/10/2023,07:21:23,RV00691-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6674_2023
624,QUERÉTARO,DATERT,"RADIO CAÑÓN, QUERÉTARO",XHQG-FM-107.9,2933,31/10/2023,18:38:22,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6568_2023
625,QUERÉTARO,DATERT,"RADIO CAÑÓN, QUERÉTARO",XHQG-FM-107.9,2933,31/10/2023,20:33:15,RA00544-23,ALEGRÍA MCN,MC,Sí,INE_DEPPP_DATERT_6568_2023
626,QUINTANA ROO,JLE23,GOBIERNO DEL ESTADO DE QUINTANA ROO,XHPYA-FM-98.1,1746,17/10/2023,09:38:43,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_JLE23_0157_2023
627,QUINTANA ROO,DATERT,MARIO ALCANTARA ARJONA,XHCAQ-FM-92.3,1784,20/10/2023,10:23:52,RA00544-23,ALEGRÍA MCN,MC,Sí,INE_DEPPP_DATERT_6643_2023
628,QUINTANA ROO,JLE23,GOBIERNO DEL ESTADO DE QUINTANA ROO,XHCBJ-FM-101.9,1787,21/10/2023,09:32:03,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_JLE23_0157_2023
629,QUINTANA ROO,DATERT,AGC RADIO SURESTE,XHPTOM-FM-100.3,5066,21/10/2023,10:28:27,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6473_2023
630,QUINTANA ROO,DATERT,"XEQAA AM, S.A. DE C.V.",XHQAA-FM-99.3,2356,21/10/2023,20:27:09,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6587_2023
631,QUINTANA ROO,JLE23,EMPRESA TURQUESA QROO,XHPCHQ-FM-91.3,4668,25/10/2023,10:13:49,RA00664-23,POBREZA,PRI,Sí,INE_DEPPP_JLE23_0158_2023
632,QUINTANA ROO,JLE23,EMPRESA TURQUESA QROO,XHPCHQ-FM-91.3,4668,26/10/2023,13:28:06,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_JLE23_0158_2023
633,QUINTANA ROO,DATERT,TELEVISA,XHCHF-TDT-CANAL27,3912,26/10/2023,22:13:31,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6466_2023
634,QUINTANA ROO,DATERT,TELEVISA,XHCQR-TDT-CANAL29,3914,26/10/2023,22:44:32,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6466_2023
635,QUINTANA ROO,JLE23,GOBIERNO DEL ESTADO DE QUINTANA ROO,XHPYA-FM-98.1,1746,31/10/2023,14:39:28,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_JLE23_0157_2023
636,SAN LUIS POTOSÍ,DATERT,RICARDO BOONE SABAG,XHWU-FM-96.9,2596,18/10/2023,09:25:55,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6638_2023
637,SAN LUIS POTOSÍ,DATERT,RICARDO BOONE SABAG,XHWU-FM-96.9,2596,21/10/2023,10:35:30,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6638_2023
638,SAN LUIS POTOSÍ,DATERT,RICARDO BOONE SABAG,XHFF-FM-89.3,2597,23/10/2023,10:53:51,RA00544-23,ALEGRÍA MCN,MC,Sí,INE_DEPPP_DATERT_6638_2023
639,SAN LUIS POTOSÍ,DATERT,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ,XHUSP-FM-88.5,1178,23/10/2023,13:51:39,RA00644-23,DESARROLLO ECONÓMICO NL MCN,MC,Sí,INE_DEPPP_DATERT_6538_2023
640,SAN LUIS POTOSÍ,DATERT,RICARDO BOONE SABAG,XHWU-FM-96.9,2596,27/10/2023,20:29:13,RA00860-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6638_2023
641,SAN LUIS POTOSÍ,DATERT,CARLOS AUGUSTO TORRES RODRÍGUEZ,XHEPO-FM-103.1,2592,28/10/2023,08:13:15,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6640_2023
642,SINALOA,DATERT,"ROQUE DE JESÚS CHÁVEZ LÓPEZ, LOS MOCHIS",XHMAX-FM-102.5,1369,16/10/2023,09:36:41,RA00644-23,DESARROLLO ECONÓMICO NL MCN,MC,Sí,INE_DEPPP_DATERT_6629_2023
643,SINALOA,DATERT,FOMENTO EDUCATIVO Y CULTURAL FRANCISCO DE IBARRA (SINALOA),XHHIS-FM-97.3,5176,16/10/2023,13:02:06,RA00664-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6599_2023
644,SINALOA,DATERT,TV AZTECA,XHDL-TDT-CANAL31,3141,16/10/2023,19:11:33,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6674_2023
645,SINALOA,DATERT,SPREM,XHSPRMS-TDT-CANAL29.5,4178,17/10/2023,06:59:07,RV00565-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PVEM,Sí,INE_DEPPP_DATERT_6559_2023
646,SINALOA,DATERT,"ROQUE DE JESÚS CHÁVEZ LÓPEZ,GUASAVE",XEGS-AM-610,1357,17/10/2023,09:22:19,RA00644-23,DESARROLLO ECONÓMICO NL MCN,MC,Sí,INE_DEPPP_DATERT_6635_2023
647,SINALOA,DATERT,"ROQUE DE JESÚS CHÁVEZ LÓPEZ,GUASAVE",XHGS-FM-104.7,2554,17/10/2023,09:22:15,RA00644-23,DESARROLLO ECONÓMICO NL MCN,MC,Sí,INE_DEPPP_DATERT_6635_2023
648,SINALOA,DATERT,"ROQUE DE JESÚS CHÁVEZ LÓPEZ,GUASAVE",XEGS-AM-610,1357,17/10/2023,16:59:34,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6635_2023
649,SINALOA,DATERT,"ROQUE DE JESÚS CHÁVEZ LÓPEZ,GUASAVE",XHGS-FM-104.7,2554,17/10/2023,16:59:34,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6635_2023
650,SINALOA,DATERT,IMAGEN,XHCTLM-TDT-CANAL33.2,4816,17/10/2023,22:41:07,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
651,SINALOA,DATERT,IMAGEN,XHCTLM-TDT-CANAL33.2,4816,18/10/2023,22:40:30,RV00531-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6673_2023
652,SINALOA,DATERT,IMAGEN,XHCTMZ-TDT-CANAL21.2,4824,18/10/2023,22:40:17,RV00531-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6673_2023
653,SINALOA,JLE25,SINALOA ARTE,XHGVE-FM-94.5,4023,19/10/2023,16:01:43,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_JLE25_0133_2023
654,SINALOA,DATERT,IMAGEN,XHCTMZ-TDT-CANAL21.2,4824,19/10/2023,22:15:25,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6673_2023
655,SINALOA,DATERT,ALFONSO GUEVARA SPOTA,XEACE-AM-1470,1182,20/10/2023,06:27:01,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6493_2023
656,SINALOA,DATERT,ALFONSO GUEVARA SPOTA,XHACE-FM-91.3,1183,20/10/2023,06:27:00,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6493_2023
657,SINALOA,DATERT,DIANA IBON VAL COTA,XHEX-FM-88.7,2543,20/10/2023,06:27:00,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6505_2023
658,SINALOA,DATERT,TV AZTECA,XHCUA-TDT-CANAL32,3131,20/10/2023,09:52:34,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6674_2023
659,SINALOA,DATERT,TV AZTECA,XHLSI-TDT-CANAL34,3142,20/10/2023,09:52:53,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6674_2023
660,SINALOA,DATERT,TV AZTECA,XHMSI-TDT-CANAL27,3140,20/10/2023,09:51:57,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6674_2023
661,SINALOA,DATERT,"ÓSCAR PÉREZ GONZÁLEZ, CULIACÁN",XHECQ-FM-104.1,2545,20/10/2023,16:35:00,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6631_2023
662,SINALOA,DATERT,IMAGEN,XHCTMZ-TDT-CANAL21.2,4824,20/10/2023,22:39:35,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6673_2023
663,SINALOA,DATERT,TV AZTECA,XHDO-TDT-CANAL35,3134,21/10/2023,06:24:38,RV00531-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6674_2023
664,SINALOA,DATERT,"ÓSCAR PÉREZ GONZÁLEZ, CULIACÁN",XHECQ-FM-104.1,2545,21/10/2023,07:46:56,RA00664-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6631_2023
665,SINALOA,DATERT,"ÓSCAR PÉREZ GONZÁLEZ, CULIACÁN",XHECQ-FM-104.1,2545,21/10/2023,10:04:35,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6631_2023
666,SINALOA,JLE25,ÓSCAR PÉREZ GONZÁLEZ,XHOPE-FM-89.7,1188,21/10/2023,12:21:30,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_JLE25_0132_2023
667,SINALOA,DATERT,"ÓSCAR PÉREZ GONZÁLEZ, CULIACÁN",XHECQ-FM-104.1,2545,21/10/2023,16:49:00,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6631_2023
668,SINALOA,DATERT,"ÓSCAR PÉREZ GONZÁLEZ, CULIACÁN",XHECQ-FM-104.1,2545,21/10/2023,19:30:11,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6631_2023
669,SINALOA,JLE25,ÓSCAR PÉREZ GONZÁLEZ,XHERJ-FM-105.1,2568,22/10/2023,06:53:49,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_JLE25_0132_2023
670,SINALOA,DATERT,"EMILIO RAÚL SANDOVAL NAVARRETE, SINALOA",XHMMS-FM-97.9,2565,22/10/2023,14:46:00,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6628_2023
671,SINALOA,DATERT,ALFONSO GUEVARA SPOTA,XEACE-AM-1470,1182,22/10/2023,15:13:30,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6493_2023
672,SINALOA,DATERT,ALFONSO GUEVARA SPOTA,XEACE-AM-1470,1182,22/10/2023,15:20:29,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6493_2023
673,SINALOA,DATERT,ALFONSO GUEVARA SPOTA,XHACE-FM-91.3,1183,22/10/2023,15:13:26,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6493_2023
674,SINALOA,DATERT,ALFONSO GUEVARA SPOTA,XHACE-FM-91.3,1183,22/10/2023,15:20:28,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6493_2023
675,SINALOA,DATERT,DIANA IBON VAL COTA,XHEX-FM-88.7,2543,22/10/2023,15:20:28,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6505_2023
676,SINALOA,DATERT,ALFONSO GUEVARA SPOTA,XEACE-AM-1470,1182,22/10/2023,18:29:11,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6493_2023
677,SINALOA,DATERT,ALFONSO GUEVARA SPOTA,XHACE-FM-91.3,1183,22/10/2023,18:29:11,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6493_2023
678,SINALOA,DATERT,"ÓSCAR PÉREZ GONZÁLEZ, CULIACÁN",XHECQ-FM-104.1,2545,22/10/2023,19:50:20,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6631_2023
679,SINALOA,DATERT,"ÓSCAR PÉREZ GONZÁLEZ, CULIACÁN",XHECQ-FM-104.1,2545,23/10/2023,09:06:04,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6631_2023
680,SINALOA,DATERT,"ÓSCAR PÉREZ GONZÁLEZ, CULIACÁN",XHECQ-FM-104.1,2545,23/10/2023,11:09:05,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6631_2023
681,SINALOA,DATERT,RADIO XHVQ,XHVQ-FM-96.9,2549,23/10/2023,13:27:45,RA00664-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6590_2023
682,SINALOA,DATERT,RADIO XHVQ,XHVQ-FM-96.9,2549,23/10/2023,14:22:00,RA00641-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PVEM,Sí,INE_DEPPP_DATERT_6590_2023
683,SINALOA,DATERT,RADIO XHVQ,XHVQ-FM-96.9,2549,23/10/2023,15:22:04,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6590_2023
684,SINALOA,DATERT,IMAGEN,XHCTMZ-TDT-CANAL21.2,4824,23/10/2023,21:34:26,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
685,SINALOA,DATERT,"ÓSCAR PÉREZ GONZÁLEZ, CULIACÁN",XHECQ-FM-104.1,2545,24/10/2023,08:33:52,RA00709-23,LOGROS MONTERREY MCNL,MC,Sí,INE_DEPPP_DATERT_6631_2023
686,SINALOA,DATERT,"ÓSCAR PÉREZ GONZÁLEZ, CULIACÁN",XHECQ-FM-104.1,2545,24/10/2023,11:08:05,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6631_2023
687,SINALOA,DATERT,"ÓSCAR PÉREZ GONZÁLEZ, CULIACÁN",XHECQ-FM-104.1,2545,24/10/2023,15:31:15,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6631_2023
688,SINALOA,JLE25,ROSA ISELA MORALES LUGO,XHCW-FM-96.5,2558,24/10/2023,16:01:45,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_JLE25_0131_2023
689,SINALOA,JLE25,ROSA ISELA MORALES LUGO,XHECU-FM-91.7,2557,24/10/2023,16:16:04,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_JLE25_0131_2023
690,SINALOA,DATERT,"ÓSCAR PÉREZ GONZÁLEZ, CULIACÁN",XHECQ-FM-104.1,2545,24/10/2023,19:05:19,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6631_2023
691,SINALOA,DATERT,ALFONSO GUEVARA SPOTA,XEACE-AM-1470,1182,25/10/2023,12:03:07,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6493_2023
692,SINALOA,DATERT,ALFONSO GUEVARA SPOTA,XHACE-FM-91.3,1183,25/10/2023,12:03:07,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6493_2023
693,SINALOA,DATERT,DIANA IBON VAL COTA,XHEX-FM-88.7,2543,25/10/2023,12:03:00,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6505_2023
694,SINALOA,DATERT,PROMEDIOS MAZATLÁN,XHPGVS-FM-88.9,4751,25/10/2023,20:40:49,RA00664-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6598_2023
695,SINALOA,DATERT,TV AZTECA,XHDL-TDT-CANAL31.2,4444,26/10/2023,07:59:41,RV00552-23,OBRA SOCIAL MCNL V3,MC,Sí,INE_DEPPP_DATERT_6674_2023
696,SINALOA,DATERT,TV AZTECA,XHMIS-TDT-CANAL31.2,4443,26/10/2023,07:59:16,RV00552-23,OBRA SOCIAL MCNL V3,MC,Sí,INE_DEPPP_DATERT_6674_2023
697,SINALOA,DATERT,TELEVISA,XHLMI-TDT-CANAL29,3137,26/10/2023,08:20:38,RV00552-23,OBRA SOCIAL MCNL V3,MC,Sí,INE_DEPPP_DATERT_6466_2023
698,SINALOA,JLE25,SINALOA ARTE,XHGVE-FM-94.5,4023,26/10/2023,18:32:34,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_JLE25_0133_2023
699,SINALOA,DATERT,"RADIO CAÑÓN, SINALOA",XHVOX-FM-98.7,2569,26/10/2023,18:27:15,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6567_2023
700,SINALOA,DATERT,TV AZTECA,XHLSI-TDT-CANAL34.2,4036,26/10/2023,20:41:39,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6674_2023
701,SINALOA,DATERT,TV AZTECA,XHDL-TDT-CANAL31.2,4444,27/10/2023,07:59:49,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6674_2023
702,SINALOA,DATERT,TV AZTECA,XHMIS-TDT-CANAL31.2,4443,27/10/2023,07:59:42,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6674_2023
703,SINALOA,DATERT,IPN,XHCPDI-TDT-CANAL21,5742,28/10/2023,20:40:54,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6515_2023
704,SINALOA,DATERT,DIANA IBON VAL COTA,XHEX-FM-88.7,2543,29/10/2023,11:58:45,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6505_2023
705,SINALOA,JLE25,ÓSCAR PÉREZ GONZÁLEZ,XHERJ-FM-105.1,2568,29/10/2023,19:51:35,RA00860-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_JLE25_0132_2023
706,SINALOA,DATERT,FOMENTO EDUCATIVO Y CULTURAL FRANCISCO DE IBARRA (SINALOA),XHHIS-FM-97.3,5176,30/10/2023,13:05:11,RA00641-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PVEM,Sí,INE_DEPPP_DATERT_6599_2023
707,SINALOA,DATERT,TV AZTECA,XHLSI-TDT-CANAL34.2,4036,30/10/2023,19:27:24,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6674_2023
708,SINALOA,DATERT,IMAGEN,XHCTLM-TDT-CANAL33.2,4816,30/10/2023,21:39:29,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6673_2023
709,SINALOA,DATERT,IMAGEN,XHCTMZ-TDT-CANAL21.2,4824,30/10/2023,22:38:59,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6673_2023
710,SINALOA,DATERT,SPREM,XHSPRMS-TDT-CANAL29.5,4178,31/10/2023,08:08:45,RV00584-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6559_2023
711,SINALOA,DATERT,ALFONSO GUEVARA SPOTA,XEACE-AM-1470,1182,31/10/2023,13:13:57,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6493_2023
712,SINALOA,DATERT,ALFONSO GUEVARA SPOTA,XHACE-FM-91.3,1183,31/10/2023,13:13:56,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6493_2023
713,SINALOA,DATERT,DIANA IBON VAL COTA,XHEX-FM-88.7,2543,31/10/2023,13:14:06,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6505_2023
714,SINALOA,DATERT,GOBIERNO DEL ESTADO DE SINALOA,XHLMS-FM-92.5,3061,31/10/2023,16:33:41,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6487_2023
715,SINALOA,DATERT,GOBIERNO DEL ESTADO DE SINALOA,XHMZS-FM-93.9,3063,31/10/2023,16:33:45,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6487_2023
716,SINALOA,DATERT,IMAGEN,XHCTLM-TDT-CANAL33.2,4816,31/10/2023,21:40:48,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
717,SINALOA,DATERT,IMAGEN,XHCTMZ-TDT-CANAL21.2,4824,31/10/2023,22:40:15,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
718,SONORA,DATERT,GOBIERNO DEL ESTADO DE SONORA TELEVISIÓN,XHRCS-TDT-CANAL30,3996,17/10/2023,22:18:50,RV00617-23,RAMON FLORES SONORA PT,PT,Sí,INE_DEPPP_DATERT_6496_2023
719,SONORA,DATERT,GOBIERNO DEL ESTADO DE SONORA TELEVISIÓN,XHSGU-TDT-CANAL18,3988,17/10/2023,22:19:01,RV00617-23,RAMON FLORES SONORA PT,PT,Sí,INE_DEPPP_DATERT_6496_2023
720,SONORA,DATERT,GOBIERNO DEL ESTADO DE SONORA TELEVISIÓN,XHRCS-TDT-CANAL30,3996,18/10/2023,22:15:45,RV00584-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6496_2023
721,SONORA,DATERT,GOBIERNO DEL ESTADO DE SONORA TELEVISIÓN,XHSGU-TDT-CANAL18,3988,18/10/2023,22:15:54,RV00584-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6496_2023
722,SONORA,JDE26-05,AUTOGESTIÓN COMUNICATIVA,XHSILL-FM-106.7,4563,19/10/2023,18:05:00,RA00641-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PVEM,Sí,INE_DEPPP_JDE26-05_0039_2023
723,SONORA,DATERT,GOBIERNO DEL ESTADO DE SONORA TELEVISIÓN,XHRCS-TDT-CANAL30,3996,19/10/2023,21:56:38,RV00565-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PVEM,Sí,INE_DEPPP_DATERT_6496_2023
724,SONORA,DATERT,GOBIERNO DEL ESTADO DE SONORA TELEVISIÓN,XHSGU-TDT-CANAL18,3988,19/10/2023,21:57:09,RV00565-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PVEM,Sí,INE_DEPPP_DATERT_6496_2023
725,SONORA,DATERT,TV AZTECA,XHCSO-TDT-CANAL33,3212,20/10/2023,09:52:49,RV00635-23,OTRO MEXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6674_2023
726,SONORA,DATERT,TV AZTECA,XHFA-TDT-CANAL15,3250,20/10/2023,09:53:24,RV00635-23,OTRO MEXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6674_2023
